,created_at,text,entities,public_metrics,union
2051,2022-09-20T18:30:00.000Z,"“During the convention, President Biden signed into law the historic Inflation Reduction Act. The wide-ranging law allocates a total of $3 billion for the USPS to purchase an electric fleet.” - Legislative &amp; Political Director Judy Beard https://t.co/PU3Y29JK9W","{'annotations': [{'start': 34, 'end': 38, 'probability': 0.9396, 'type': 'Person', 'normalized_text': 'Biden'}, {'start': 79, 'end': 91, 'probability': 0.5535, 'type': 'Other', 'normalized_text': 'Reduction Act'}, {'start': 155, 'end': 158, 'probability': 0.6782, 'type': 'Organization', 'normalized_text': 'USPS'}, {'start': 231, 'end': 240, 'probability': 0.8028, 'type': 'Person', 'normalized_text': 'Judy Beard'}], 'urls': [{'start': 242, 'end': 265, 'url': 'https://t.co/PU3Y29JK9W', 'expanded_url': 'https://apwu.org/news/our-work-continues-apwu-convention-congress-and-2022-elections', 'display_url': 'apwu.org/news/our-work-…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1572292011243159552/WF6BPUrI?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1572292011243159552/WF6BPUrI?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Our Work Continues: APWU Biennial National Convention, Congress’', 'description': 'During our National Convention, the APWU Legislative and Political Department hosted a midterm election briefing that focused on our election efforts this upcoming November. Eddie Acosta, a national campaign coordinator with the AFL-CIO, spoke about what is at stake in this election and laid out the AFL-CIO Labor 2022 program. APWU union counsel, Mindy Holmes, made a presentation on the Hatch Act, an election-related federal law that postal workers must abide by. Finally, we gave attendees information', 'unwound_url': 'https://apwu.org/news/our-work-continues-apwu-convention-congress-and-2022-elections'}]}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 15, 'quote_count': 0, 'impression_count': 0}",APWUnational
2081,2022-09-20T15:10:22.000Z,"Our thoughts and prayers are with our rural carrier brothers and sisters in Puerto Rico, as they battle unprecedented flooding and damage from #HurricaneFiona. Consider donating to the Postal Employees' Relief Fund at https://t.co/6oY9NfDQze https://t.co/uA3ACe0mST","{'hashtags': [{'start': 143, 'end': 158, 'tag': 'HurricaneFiona'}], 'annotations': [{'start': 76, 'end': 86, 'probability': 0.9834, 'type': 'Place', 'normalized_text': 'Puerto Rico'}, {'start': 144, 'end': 157, 'probability': 0.725, 'type': 'Other', 'normalized_text': 'HurricaneFiona'}], 'urls': [{'start': 218, 'end': 241, 'url': 'https://t.co/6oY9NfDQze', 'expanded_url': 'http://www.postalrelief.com', 'display_url': 'postalrelief.com', 'status': 200, 'title': 'Postal Employees Relief Fund', 'description': 'The Postal Employees Relief Fund is a charity operated by the management and union organizations of the USPS to benefit postal employee victims of natural disasters.', 'unwound_url': 'http://www.postalrelief.com'}, {'start': 242, 'end': 265, 'url': 'https://t.co/uA3ACe0mST', 'expanded_url': 'https://twitter.com/NRLCA/status/1572241768007204866/photo/1', 'display_url': 'pic.twitter.com/uA3ACe0mST', 'media_key': '3_1572241623324696576'}]}","{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'impression_count': 0}",NRLCA
2147,2022-09-19T20:00:00.000Z,"“These teacher vacancies can be resolved by improving compensation, improving conditions, and creating an environment of respect for teachers, parents, and kids.” - @rweingarten #WhatKidsNeed https://t.co/PjucJg2cAM","{'annotations': [{'start': 179, 'end': 190, 'probability': 0.8778, 'type': 'Other', 'normalized_text': 'WhatKidsNeed'}], 'hashtags': [{'start': 178, 'end': 191, 'tag': 'WhatKidsNeed'}], 'mentions': [{'start': 165, 'end': 177, 'username': 'rweingarten', 'id': '245424983', 'protected': False, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gs9ktwOAzg', 'expanded_url': 'http://www.aft.org', 'display_url': 'aft.org'}]}, 'description': {'mentions': [{'start': 130, 'end': 141, 'username': 'Skleinbaum'}]}}, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1618712426777829377/JIj9bXWo_normal.jpg', 'verified': True, 'pinned_tweet_id': '1623118676726624257', 'public_metrics': {'followers_count': 122768, 'following_count': 4803, 'tweet_count': 205341, 'listed_count': 2265}, 'created_at': '2011-01-31T17:30:51.000Z', 'description': 'AFT Prez.Teacher.Unionist. Fighting 4 children & communities, democracy, justice, public ed & healthcare & freedom 4 all. Wife of @Skleinbaum. Pronouns: She/her', 'location': 'Washington, DC', 'url': 'https://t.co/gs9ktwOAzg', 'name': 'Randi Weingarten 🇺🇦🇺🇸💪🏿👩\u200d🎓'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/PjucJg2cAM', 'expanded_url': 'https://www.teenvogue.com/story/why-teacher-shortage-in-us', 'display_url': 'teenvogue.com/story/why-teac…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1617323575157092359/BlXWbfCW?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1617323575157092359/BlXWbfCW?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'What’s Really Going on With the Teacher Shortage', 'description': 'This crisis has been a long time coming.', 'unwound_url': 'https://www.teenvogue.com/story/why-teacher-shortage-in-us'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 8, 'quote_count': 0, 'impression_count': 0}",AFTunion
2148,2022-09-19T19:01:02.000Z,"NALC is deeply saddened by the catastrophic damage caused by Hurricane Fiona in Puerto Rico, and our thoughts are with those brothers and sisters. 

Please consider contributing to the NALC Disaster Relief Foundation. More information here: https://t.co/gBPkjNtian https://t.co/GYq6nKgrrh","{'annotations': [{'start': 0, 'end': 3, 'probability': 0.767, 'type': 'Organization', 'normalized_text': 'NALC'}, {'start': 61, 'end': 75, 'probability': 0.4102, 'type': 'Other', 'normalized_text': 'Hurricane Fiona'}, {'start': 80, 'end': 90, 'probability': 0.9835, 'type': 'Place', 'normalized_text': 'Puerto Rico'}, {'start': 185, 'end': 215, 'probability': 0.6249, 'type': 'Organization', 'normalized_text': 'NALC Disaster Relief Foundation'}], 'urls': [{'start': 241, 'end': 264, 'url': 'https://t.co/gBPkjNtian', 'expanded_url': 'http://nalc.org/disaster', 'display_url': 'nalc.org/disaster', 'images': [{'url': 'https://pbs.twimg.com/news_img/1606668593327968256/CuxW0yUK?format=png&name=orig', 'width': 1200, 'height': 627}, {'url': 'https://pbs.twimg.com/news_img/1606668593327968256/CuxW0yUK?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'NALC Disaster Relief Foundation', 'description': 'An NALC sponsored foundation whose mission is to alleviate the suffering of members affected by natural disasters, including earthquakes, tornadoes, hurricanes and wildfires.', 'unwound_url': 'https://www.nalc.org/member-benefits/nalc-disaster-relief-foundation'}, {'start': 265, 'end': 288, 'url': 'https://t.co/GYq6nKgrrh', 'expanded_url': 'https://twitter.com/NALC_National/status/1571937426637033472/photo/1', 'display_url': 'pic.twitter.com/GYq6nKgrrh', 'media_key': '3_1571937421930930184'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 12, 'quote_count': 0, 'impression_count': 0}",NALC_National
2161,2022-09-19T16:15:14.000Z,"#LIUNA in the news:
Minnesota PUC approves Xcel Energy’s 460-MW solar project to replace Sherco coal-fired generation https://t.co/SJcpi0lFkY via @UtilityDive","{'annotations': [{'start': 1, 'end': 5, 'probability': 0.6612, 'type': 'Place', 'normalized_text': 'LIUNA'}, {'start': 20, 'end': 32, 'probability': 0.6472, 'type': 'Organization', 'normalized_text': 'Minnesota PUC'}, {'start': 43, 'end': 53, 'probability': 0.6578, 'type': 'Organization', 'normalized_text': 'Xcel Energy'}, {'start': 89, 'end': 94, 'probability': 0.5448, 'type': 'Other', 'normalized_text': 'Sherco'}], 'hashtags': [{'start': 0, 'end': 6, 'tag': 'LIUNA'}], 'mentions': [{'start': 146, 'end': 158, 'username': 'UtilityDive', 'id': '284638893', 'protected': False, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RTsHfP3R8s', 'expanded_url': 'http://UtilityDive.com', 'display_url': 'UtilityDive.com'}]}, 'description': {'urls': [{'start': 136, 'end': 159, 'url': 'https://t.co/MB7jL9yvay', 'expanded_url': 'http://dive.pub/_UD9', 'display_url': 'dive.pub/_UD9'}]}}, 'profile_image_url': 'https://pbs.twimg.com/profile_images/973906876713914368/cAqkBmM0_normal.jpg', 'verified': True, 'pinned_tweet_id': '1621572368182165505', 'public_metrics': {'followers_count': 23048, 'following_count': 951, 'tweet_count': 27377, 'listed_count': 725}, 'created_at': '2011-04-19T17:28:42.000Z', 'description': 'We provide business journalism and in-depth insight into the most impactful news and trends shaping the utility industry. Sign up here: https://t.co/MB7jL9yvay', 'location': 'Washington, DC', 'url': 'https://t.co/RTsHfP3R8s', 'name': 'Utility Dive'}], 'urls': [{'start': 118, 'end': 141, 'url': 'https://t.co/SJcpi0lFkY', 'expanded_url': 'https://www.utilitydive.com/news/minnesota-puc-xcel-sherco-solar-coal/632015/', 'display_url': 'utilitydive.com/news/minnesota…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1617150657437245440/NNbGTEAj?format=jpg&name=orig', 'width': 770, 'height': 364}, {'url': 'https://pbs.twimg.com/news_img/1617150657437245440/NNbGTEAj?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Minnesota PUC approves Xcel Energy’s 460-MW solar project to replace Sherco coal-fired generation', 'description': 'Xcel expects the Inflation Reduction Act will reduce the project’s cost for ratepayers by about 30%.', 'unwound_url': 'https://www.utilitydive.com/news/minnesota-puc-xcel-sherco-solar-coal/632015/'}]}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 14, 'quote_count': 0, 'impression_count': 0}",LIUNA
2172,2022-09-19T13:50:00.000Z,"""FACTS! Let this get the fires burning for #MotivationMonday - Thank you @US4L_Quotes
! #1u""","{'hashtags': [{'start': 43, 'end': 60, 'tag': 'MotivationMonday'}, {'start': 88, 'end': 91, 'tag': '1u'}], 'mentions': [{'start': 73, 'end': 85, 'username': 'US4L_Quotes', 'id': '4349553615', 'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/829117263840178176/CbODiXX8_normal.jpg', 'verified': False, 'public_metrics': {'followers_count': 732, 'following_count': 670, 'tweet_count': 2613, 'listed_count': 6}, 'created_at': '2015-12-02T10:31:00.000Z', 'description': 'Union Strong 4 Life is a Facebook group page dedicated all Union members/news. Quote of the day is also posted daily on fb. Enjoy!', 'location': 'Connecticut, USA', 'name': 'Union Strong 4 Life'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",steelworkers
2175,2022-09-19T12:38:24.000Z,Prayers - All of Puerto Rico is without electricity as Hurricane Fiona hits the island https://t.co/YlCkcPwzAp via @MotherJones,"{'annotations': [{'start': 17, 'end': 27, 'probability': 0.958, 'type': 'Place', 'normalized_text': 'Puerto Rico'}, {'start': 55, 'end': 69, 'probability': 0.4121, 'type': 'Place', 'normalized_text': 'Hurricane Fiona'}], 'mentions': [{'start': 115, 'end': 127, 'username': 'MotherJones', 'id': '18510860', 'protected': False, 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1eLkGuYqVf', 'expanded_url': 'http://www.motherjones.com', 'display_url': 'motherjones.com'}]}}, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1054453881890004992/xmAefhLr_normal.jpg', 'verified': True, 'public_metrics': {'followers_count': 830972, 'following_count': 249, 'tweet_count': 257484, 'listed_count': 18683}, 'created_at': '2008-12-31T17:21:13.000Z', 'description': 'Smart, fearless journalism. Reader-supported since 1976. Thank you for making our work possible!', 'url': 'https://t.co/1eLkGuYqVf', 'name': 'Mother Jones'}], 'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/YlCkcPwzAp', 'expanded_url': 'https://www.motherjones.com/environment/2022/09/all-of-puerto-rico-is-without-electricity-as-hurricane-fiona-hits-the-island/', 'display_url': 'motherjones.com/environment/20…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1571631774408531971/h2YWOTvb?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1571631774408531971/h2YWOTvb?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'All of Puerto Rico is without electricity as Hurricane Fiona hits the island', 'description': 'Almost four years to the day after Hurricane Maria plunged the island into darkness.', 'unwound_url': 'https://www.motherjones.com/environment/2022/09/all-of-puerto-rico-is-without-electricity-as-hurricane-fiona-hits-the-island/'}]}","{'retweet_count': 5, 'reply_count': 0, 'like_count': 8, 'quote_count': 0, 'impression_count': 0}",steelworkers
2243,2022-09-16T19:10:03.000Z,"Shoutout to Senate Democrats for passing a bill that will help address the triple-digit temps, deadly floods &amp; wildfires devastating our communities. The #IRA will slash carbon pollution by 40% by 2030 and create thousands of green union jobs! #ClimateJobsJustice https://t.co/OMd3GSVvcN","{'annotations': [{'start': 159, 'end': 161, 'probability': 0.7669, 'type': 'Organization', 'normalized_text': 'IRA'}], 'hashtags': [{'start': 158, 'end': 162, 'tag': 'IRA'}, {'start': 248, 'end': 267, 'tag': 'ClimateJobsJustice'}], 'urls': [{'start': 268, 'end': 291, 'url': 'https://t.co/OMd3GSVvcN', 'expanded_url': 'https://twitter.com/SEIU/status/1570852532087566336/photo/1', 'display_url': 'pic.twitter.com/OMd3GSVvcN', 'media_key': '3_1570852528585072644'}]}","{'retweet_count': 14, 'reply_count': 4, 'like_count': 51, 'quote_count': 3, 'impression_count': 0}",SEIU
2257,2022-09-16T16:00:04.000Z,"Green energy:
✅Saves districts money
✅Creates cleaner school environments for students &amp; educators
✅Helps curb climate change
https://t.co/CmE2yJp6uN","{'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/CmE2yJp6uN', 'expanded_url': 'https://www.nytimes.com/2022/09/15/climate/solar-energy-school-funding.html', 'display_url': 'nytimes.com/2022/09/15/cli…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1621182635794989056/gp1bDoqT?format=jpg&name=orig', 'width': 1600, 'height': 900}, {'url': 'https://pbs.twimg.com/news_img/1621182635794989056/gp1bDoqT?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Facing Budget Shortfalls, These Schools Are Turning to the Sun', 'description': 'Public schools are increasingly using savings from solar energy to upgrade facilities, help their communities, and give teachers raises — often with no cost to taxpayers.', 'unwound_url': 'https://www.nytimes.com/2022/09/15/climate/solar-energy-school-funding.html'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",AFTunion
2265,2022-09-16T14:18:30.000Z,""". @GovernorTomWolf  lauded the work of #IBEW leaders in expanding their registered apprenticeship program for electrical workers and touted the value of the proven “earn-while-you-learn” model"" https://t.co/pHTsWOGw6w","{'annotations': [{'start': 41, 'end': 44, 'probability': 0.4232, 'type': 'Organization', 'normalized_text': 'IBEW'}], 'urls': [{'start': 195, 'end': 218, 'url': 'https://t.co/pHTsWOGw6w', 'expanded_url': 'https://bit.ly/3S9xx9v', 'display_url': 'bit.ly/3S9xx9v', 'images': [{'url': 'https://pbs.twimg.com/news_img/1570780186848776192/V8YAxqS-?format=jpg&name=orig', 'width': 640, 'height': 480}, {'url': 'https://pbs.twimg.com/news_img/1570780186848776192/V8YAxqS-?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Gov. Wolf touts apprenticeship model at IBEW facility in Nanticoke | Times Leader', 'description': 'NANTICOKE — Gov. Tom Wolf Thursday said he truly believes that Pennsylvanians are the hardest workers around, and they deserve fair, equitable access to high-quality jobs, family-sustaining wages…', 'unwound_url': 'https://www.timesleader.com/news/1574797/gov-wolf-touts-apprenticeship-model-at-ibew-facility-in-nanticoke'}], 'hashtags': [{'start': 40, 'end': 45, 'tag': 'IBEW'}]}","{'retweet_count': 7, 'reply_count': 1, 'like_count': 21, 'quote_count': 0, 'impression_count': 0}",IBEW
2269,2022-09-16T14:00:02.000Z,"Whether to relieve stress or help focus students’ energy, music can play a valuable part in learning. Read more about the benefits of music in the classroom in #AmericanEducator https://t.co/d0IFBxqXTX https://t.co/CAYWPZJXDf","{'annotations': [{'start': 161, 'end': 176, 'probability': 0.7193, 'type': 'Other', 'normalized_text': 'AmericanEducator'}], 'urls': [{'start': 178, 'end': 201, 'url': 'https://t.co/d0IFBxqXTX', 'expanded_url': 'http://aft.org/ae/fall2022/campbell', 'display_url': 'aft.org/ae/fall2022/ca…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1622383931520598016/tJNVVWYn?format=jpg&name=orig', 'width': 1850, 'height': 846}, {'url': 'https://pbs.twimg.com/news_img/1622383931520598016/tJNVVWYn?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Bonding Through Music', 'description': 'Mr. Waugh is a powerhouse in his classroom. In his particular way of welcoming his 5th-grade students, he sets the tone for his genuine interest in their well-being through routines chara cterized by movement that is rhythmic to watch (and sometimes to listen to as well). Mr. Waugh can groove, and he does so daily with his students. He scans the line of students that forms outside his classroom door…, awaiting their chance at a hand-clapping routine that each one has devised with him individually, an', 'unwound_url': 'https://www.aft.org/ae/fall2022/campbell'}, {'start': 202, 'end': 225, 'url': 'https://t.co/CAYWPZJXDf', 'expanded_url': 'https://twitter.com/AFTunion/status/1570774515071819777/photo/1', 'display_url': 'pic.twitter.com/CAYWPZJXDf', 'media_key': '3_1570566881970647040'}], 'hashtags': [{'start': 160, 'end': 177, 'tag': 'AmericanEducator'}]}","{'retweet_count': 5, 'reply_count': 0, 'like_count': 9, 'quote_count': 2, 'impression_count': 0}",AFTunion
2284,2022-09-15T20:46:30.000Z,"Congress to Amazon: ""Shut up and work"" is not a climate disaster plan https://t.co/g8UxwmDNBy via @MotherJones","{'annotations': [{'start': 0, 'end': 7, 'probability': 0.7617, 'type': 'Organization', 'normalized_text': 'Congress'}, {'start': 12, 'end': 17, 'probability': 0.9888, 'type': 'Organization', 'normalized_text': 'Amazon'}], 'mentions': [{'start': 98, 'end': 110, 'username': 'MotherJones', 'id': '18510860', 'url': 'https://t.co/1eLkGuYqVf', 'protected': False, 'public_metrics': {'followers_count': 830972, 'following_count': 249, 'tweet_count': 257484, 'listed_count': 18683}, 'description': 'Smart, fearless journalism. Reader-supported since 1976. Thank you for making our work possible!', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1eLkGuYqVf', 'expanded_url': 'http://www.motherjones.com', 'display_url': 'motherjones.com'}]}}, 'verified': True, 'name': 'Mother Jones', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1054453881890004992/xmAefhLr_normal.jpg', 'created_at': '2008-12-31T17:21:13.000Z'}], 'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/g8UxwmDNBy', 'expanded_url': 'https://www.motherjones.com/environment/2022/09/congress-to-amazon-shut-up-and-work-is-not-a-climate-disaster-plan/', 'display_url': 'motherjones.com/environment/20…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1572950694734475264/6z3XDU93?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1572950694734475264/6z3XDU93?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Cori Bush to Amazon: ""Shut up and work"" is not a climate disaster plan', 'description': ""A new bill would set workers' health ahead of the bald guy's space fetish."", 'unwound_url': 'https://www.motherjones.com/environment/2022/09/congress-to-amazon-shut-up-and-work-is-not-a-climate-disaster-plan/'}]}","{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 1, 'impression_count': 0}",steelworkers
2291,2022-09-15T19:47:19.000Z,"As the climate crisis continues to endanger our communities &amp; increase the frequency of disasters, we must protect workers.

The #WorkersSafetyinClimateDisastersAct will provide vital employment protection &amp; paid emergency leave to workers impacted by climate disasters.","{'hashtags': [{'start': 133, 'end': 168, 'tag': 'WorkersSafetyinClimateDisastersAct'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 8, 'quote_count': 0, 'impression_count': 0}",CWAUnion
2296,2022-09-15T18:01:29.000Z,"Experienced nurse leaders! Join us Dec. 5-8 for the virtual workshop, Take Your Leadership to the Next Level, and get tools for success in today’s volatile health care environment. Register today! https://t.co/kZca268LhY https://t.co/WJ5s4t2Aio","{'urls': [{'start': 197, 'end': 220, 'url': 'https://t.co/kZca268LhY', 'expanded_url': 'https://hubs.ly/Q01lZ3st0', 'display_url': 'hubs.ly/Q01lZ3st0', 'status': 200, 'title': 'Leadership Workshop', 'description': 'This program is designed to help leaders move their leadership to the next level. It aligns with the goals of both Magnet and Pathway to Excellence. Nurse leaders like you work in a constantly changing healthcare environment. You need to lead differently to motivate a diverse workforce, engage with patient populations, and thrive in a value-based reimbursement system – now while coping with the pandemic’s impacts. Advanced leaders will: Identify ways to lead and motivate a diverse workforce, engage', 'unwound_url': 'https://pages.nursingworld.org/advancedleadership2022?utm_campaign=449750_2022_Next_Level_Leadership_Workshop&utm_source=twitter&utm_medium=social&utm_content=NL_1200X675_MEMSAVE110%20_RN'}, {'start': 221, 'end': 244, 'url': 'https://t.co/WJ5s4t2Aio', 'expanded_url': 'https://twitter.com/ANANursingWorld/status/1570472891258470400/photo/1', 'display_url': 'pic.twitter.com/WJ5s4t2Aio', 'media_key': '3_1570472889186484224'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'impression_count': 0}",ANANursingWorld
2301,2022-09-15T17:06:31.000Z,"⁦@tmorello⁩ on the Frontlines With Alabama Coal Miners. Thank you, Tom!   https://t.co/mJTcTk7HDb","{'annotations': [{'start': 31, 'end': 37, 'probability': 0.3869, 'type': 'Other', 'normalized_text': 'ith Ala'}, {'start': 39, 'end': 49, 'probability': 0.4151, 'type': 'Other', 'normalized_text': 'ama Coal Mi'}, {'start': 63, 'end': 65, 'probability': 0.7077, 'type': 'Person', 'normalized_text': 'ou,'}], 'mentions': [{'start': 1, 'end': 10, 'username': 'tmorello', 'id': '23023236', 'url': 'https://t.co/m0OTC7M99z', 'protected': False, 'public_metrics': {'followers_count': 937557, 'following_count': 121, 'tweet_count': 17701, 'listed_count': 6892}, 'location': 'Union Town', 'description': 'Feed the poor. Fight the power. Rock the f*ck out. THE ATLAS UNDERGROUND FLOOD out now! https://t.co/MeKmkLO0d8', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m0OTC7M99z', 'expanded_url': 'http://hoo.be/tommorello', 'display_url': 'hoo.be/tommorello'}]}, 'description': {'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/MeKmkLO0d8', 'expanded_url': 'http://www.fender.com/tommorello', 'display_url': 'fender.com/tommorello'}]}}, 'verified': True, 'name': 'Tom Morello', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1461486796165029896/FAlkIjyr_normal.jpg', 'created_at': '2009-03-06T03:25:17.000Z'}], 'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/mJTcTk7HDb', 'expanded_url': 'https://www.rollingstone.com/music/music-features/tom-morello-alabama-coal-miners-strike-1234587655/', 'display_url': 'rollingstone.com/music/music-fe…', 'status': 200, 'title': 'Tom Morello on the Frontlines With Alabama Coal Miners: ‘Anywhere You Strike, I’m Coming’', 'description': ""Longtime advocate on why he's lending his support to the United Mine Workers of America in Brookwood, Alabama"", 'unwound_url': 'https://www.rollingstone.com/music/music-features/tom-morello-alabama-coal-miners-strike-1234587655/'}]}","{'retweet_count': 22, 'reply_count': 2, 'like_count': 67, 'quote_count': 1, 'impression_count': 0}",MineWorkers
2331,2022-09-15T00:15:36.000Z,Did you know that the Inflation Reduction Act will make it 30% cheaper for school districts to transition to clean energy? @ruaaup member David Hughes explains! https://t.co/iODmJSB9oS,"{'annotations': [{'start': 22, 'end': 44, 'probability': 0.7263, 'type': 'Other', 'normalized_text': 'Inflation Reduction Act'}, {'start': 138, 'end': 149, 'probability': 0.9761, 'type': 'Person', 'normalized_text': 'David Hughes'}], 'mentions': [{'start': 123, 'end': 130, 'username': 'ruaaup', 'id': '577387934', 'url': 'https://t.co/aWBdx5NBb2', 'protected': False, 'public_metrics': {'followers_count': 4162, 'following_count': 1591, 'tweet_count': 11132, 'listed_count': 56}, 'location': 'Camden, Newark & New Brunswick', 'description': 'Union of graduate workers, faculty, postdocs and EOF counsellors at Rutgers University since 1970 | https://t.co/cvff1ZMIYp', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aWBdx5NBb2', 'expanded_url': 'https://linktr.ee/ruaaup', 'display_url': 'linktr.ee/ruaaup'}]}, 'description': {'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/cvff1ZMIYp', 'expanded_url': 'http://linktr.ee/ruaaup', 'display_url': 'linktr.ee/ruaaup'}]}}, 'verified': False, 'name': 'Rutgers AAUP-AFT', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1361395252234498051/ZNti1Yvm_normal.png', 'created_at': '2012-05-11T19:15:58.000Z'}], 'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/iODmJSB9oS', 'expanded_url': 'https://twitter.com/AFTunion/status/1570204650934075398/video/1', 'display_url': 'pic.twitter.com/iODmJSB9oS', 'media_key': '7_1570204469744263172'}]}","{'retweet_count': 3, 'reply_count': 0, 'like_count': 13, 'quote_count': 2, 'impression_count': 0}",AFTunion
2341,2022-09-14T20:49:58.000Z,"""It use to be that to make a car you had to make all sorts of compromises,”Biden said.“Not now. Now, thanks to American ingenuity, engineers, American auto workers, it’s all changed. Today’s electric vehicle with a long-range model is made in America.”  https://t.co/nII6Opy5OI","{'annotations': [{'start': 75, 'end': 79, 'probability': 0.9598, 'type': 'Person', 'normalized_text': 'Biden'}, {'start': 243, 'end': 249, 'probability': 0.9374, 'type': 'Place', 'normalized_text': 'America'}], 'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/nII6Opy5OI', 'expanded_url': 'https://bit.ly/3qGsuBQ', 'display_url': 'bit.ly/3qGsuBQ', 'images': [{'url': 'https://pbs.twimg.com/news_img/1570152907806511106/ssdoQJdD?format=jpg&name=orig', 'width': 1280, 'height': 851}, {'url': 'https://pbs.twimg.com/news_img/1570152907806511106/ssdoQJdD?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Biden test drives EVs, rallies UAW workers at Detroit Auto Show', 'description': 'President Joe Biden toured stopped at the Chevrolet, General Motors, Ford, and Stellantis booths.', 'unwound_url': 'https://www.mlive.com/public-interest/2022/09/biden-gets-test-drives-evs-rallies-uaw-workers-at-detroit-auto-show.html?fbclid=IwAR1Idi_-yeDYjRaQbEZV9JmcLnEq4KYJRsZhEW7-cfb6DITVkTmA_pYTeQ0'}]}","{'retweet_count': 14, 'reply_count': 7, 'like_count': 50, 'quote_count': 0, 'impression_count': 0}",UAW
